"222","2","Michael Dick","Team Scotland Irn","Wurmwood 1","Circle Orboros","Zoltán Gaál","0","3","101","Caster Kill","Recon"
"222","2","Zoltán Gaál","Team Hungary","Venethrax 1","Cryx","Michael Dick","1","0","34","Caster Kill","Recon"
"223","2","Loránd Sövényházi","Team Hungary","Grissel 2 ","Trollblood","William Cruickshanks","0","3","102","Scenario","Recon"
"223","2","William Cruickshanks","Team Scotland Irn","Directrix 1","Convergence of Cyriss","Loránd Sövényházi","1","5","102","Scenario","Recon"
"224","2","Alasdair Johnstone","Team Scotland Irn","Haley 2","Cygnar","Rudolf Edlmayer","1","5","23","Scenario","Recon"
"224","2","Rudolf Edlmayer","Team Hungary","Nemo 1","Cygnar","Alasdair Johnstone","0","0","18","Scenario","Recon"
"225","2","Bryce Johnston","Team Scotland Irn","Severius 1","Protectorate of Menoth","Csaba Mile","0","0","77","Scenario","Recon"
"225","2","Csaba Mile","Team Hungary","Vladimir 1","Khador","Bryce Johnston","1","5","99","Scenario","Recon"
"226","2","Adam Fox","Team Northern Ireland","Naaresh 1","Skorne","Christophe Dirckx","0","0","25","Caster Kill","Recon"
"226","2","Christophe Dirckx","Team Belgium Victorious Secret","Sorscha 1 ","Khador","Adam Fox","1","2","117","Caster Kill","Recon"
"227","2","Andy Beattie","Team Northern Ireland","Wurmwood 1","Circle Orboros","Steven De Canck","0","3","29","Deathclock","Recon"
"227","2","Steven De Canck","Team Belgium Victorious Secret","Irusk 2","Khador","Andy Beattie","1","0","41","Deathclock","Recon"
"228","2","Gerard O'Brien","Team Northern Ireland","Agathia 1","Cryx","Tim Bossuyt","0","0","52","Deathclock","Recon"
"228","2","Tim Bossuyt","Team Belgium Victorious Secret","Scaverous 1 ","Cryx","Gerard O'Brien","1","2","101","Deathclock","Recon"
"229","2","Benoit Van Lee","Team Belgium Victorious Secret","Magnus 2","Mercenaries","Ian Alderdice","1","5","63","Caster Kill","Recon"
"229","2","Ian Alderdice","Team Northern Ireland","Rask 1","Minions","Benoit Van Lee","0","1","38","Caster Kill","Recon"
"230","2","Jonathon Graham","Team Northern Ireland","High Reclaimer 1","Protectorate of Menoth","Niels De Vlieger","0","0","69","Caster Kill","Recon"
"230","2","Niels De Vlieger","Team Belgium Victorious Secret","Lylyth 3","Legion of Everblight","Jonathon Graham","1","0","87","Caster Kill","Recon"
"231","2","Andrea Cesana","Team Italy Leonardo","Irusk 2","Khador","Byron Liles","1","3","113","Caster Kill","Recon"
"231","2","Byron Liles","Team Wales Dant","Madrak 2","Trollblood","Andrea Cesana","0","0","0","Caster Kill","Recon"
"232","2","Francesco Recchiuti","Team Italy Leonardo","Deneghra 1","Cryx","Pete Hillard ","1","0","64","Caster Kill","Recon"
"232","2","Pete Hillard ","Team Wales Dant","Strakhov 1","Khador","Francesco Recchiuti","0","0","25","Caster Kill","Recon"
"233","2","Sam Derbyshire","Team Wales Dant","Barnabas 1","Minions","Vincenzo Rotondo","1","0","97","Caster Kill","Recon"
"233","2","Vincenzo Rotondo","Team Italy Leonardo","Haley 2","Cygnar","Sam Derbyshire","0","3","28","Caster Kill","Recon"
"234","2","Davide Insinna","Team Italy Leonardo","Doomshaper 3","Trollblood","Terry Slade","1","5","61","Scenario","Recon"
"234","2","Terry Slade","Team Wales Dant","Absylonia 2","Legion of Everblight","Davide Insinna","0","3","41","Scenario","Recon"
"235","2","Diego Moruzzo","Team Italy Leonardo","High Reclaimer 1 ","Protectorate of Menoth","Paul Letherby","1","0","23","Caster Kill","Recon"
"235","2","Paul Letherby","Team Wales Dant","Mordikaar 1","Skorne","Diego Moruzzo","0","3","23","Caster Kill","Recon"
"236","2","David Beauchamp","Team Canada Goose","Ossyan 1","Retribution of Scyrah","Wiktor Harezlak","1","0","89","Caster Kill","Recon"
"236","2","Wiktor Harezlak","Team Poland Marmots","Skarre 1","Cryx","David Beauchamp","0","0","2","Caster Kill","Recon"
"237","2","Bubba Dalton","Team Canada Goose","Karchev 1","Khador","Mateusz Szulc","1","5","60","Scenario","Recon"
"237","2","Mateusz Szulc","Team Poland Marmots","Magnus 2","Mercenaries","Bubba Dalton","0","0","25","Scenario","Recon"
"238","2","Chandler Davidson","Team Canada Goose","Severius 2","Protectorate of Menoth","Rafal Anusiak","0","0","59","Caster Kill","Recon"
"238","2","Rafal Anusiak","Team Poland Marmots","Montador 1","Mercenaries","Chandler Davidson","1","0","82","Caster Kill","Recon"
"239","2","Adam Szugajew","Team Poland Marmots","Irusk 2","Khador","Tim Fung","0","0","31","Scenario","Recon"
"239","2","Tim Fung","Team Canada Goose","Wurmwood 1","Circle Orboros","Adam Szugajew","1","5","22","Scenario","Recon"
"240","2","Chris Orr","Team Canada Goose","Lylyth 3","Legion of Everblight","Jaromir Skirmuntt","1","3","64","Caster Kill","Recon"
"240","2","Jaromir Skirmuntt","Team Poland Marmots","Kaelyssa 1","Retribution of Scyrah","Chris Orr","0","0","25","Caster Kill","Recon"
"241","2","Lei","Team China Baizen","Lylyth 3","Legion of Everblight","Tomas Sedlon","0","0","14","Caster Kill","Recon"
"241","2","Tomas Sedlon","Team Czech Republic White","Butcher 3","Khador","Lei","1","0","79","Caster Kill","Recon"
"242","2","Gua","Team China Baizen","Madrak 2","Trollblood","Stepan Slavik","1","5","99","Scenario","Recon"
"242","2","Stepan Slavik","Team Czech Republic White","Absylonia 2 ","Legion of Everblight","Gua","0","3","64","Scenario","Recon"
"243","2","Jiri Kares","Team Czech Republic White","Wurmwood 1","Circle Orboros","Wei Jin","0","3","29","Caster Kill","Recon"
"243","2","Wei Jin","Team China Baizen","Karchev 1","Khador","Jiri Kares","1","0","100","Caster Kill","Recon"
"244","2","Vojtech Medonos","Team Czech Republic White","Gunnbjorn 1","Trollblood","Yang Song","0","0","16","Caster Kill","Recon"
"244","2","Yang Song","Team China Baizen","Ossyan 1","Retribution of Scyrah","Vojtech Medonos","1","0","82","Caster Kill","Recon"
"245","2","Josef Skladanka","Team Czech Republic White","Haley 1","Cygnar","Youwei Wu","0","2","0","Scenario","Recon"
"245","2","Youwei Wu","Team China Baizen","Lucant 1","Convergence of Cyriss","Josef Skladanka","1","5","98","Scenario","Recon"
"246","2","Bogdan Novikov","Team Russia Bears","Baldur 2","Circle Orboros","Christopher Muller","0","0","89","Caster Kill","Recon"
"246","2","Christopher Muller","Team Germany Gold","High Reclaimer 1","Protectorate of Menoth","Bogdan Novikov","1","2","90","Caster Kill","Recon"
"247","2","Andrei Ivanov","Team Russia Bears","Witch coven 1","Cryx","Christian Metz","0","1","0","Caster Kill","Recon"
"247","2","Christian Metz","Team Germany Gold","Vladimir 1","Khador","Andrei Ivanov","1","0","104","Caster Kill","Recon"
"248","2","Artem Volik","Team Russia Bears","Issyria 1","Retribution of Scyrah","Bernhard Fischer","0","0","0","Deathclock","Recon"
"248","2","Bernhard Fischer","Team Germany Gold","Kaya 2","Circle Orboros","Artem Volik","1","0","104","Deathclock","Recon"
"249","2","Mikhail Novikov","Team Russia Bears","Amon 1","Protectorate of Menoth","Moritz Gatt","1","1","85","Caster Kill","Recon"
"249","2","Moritz Gatt","Team Germany Gold","Amon 1","Protectorate of Menoth","Mikhail Novikov","0","1","26","Caster Kill","Recon"
"250","2","Dmitry Khalansky","Team Russia Bears","Haley 2","Cygnar","Philipp Schaper","1","5","18","Deathclock","Recon"
"250","2","Philipp Schaper","Team Germany Gold","Ravyn 1","Retribution of Scyrah","Dmitry Khalansky","0","0","12","Deathclock","Recon"
"251","2","Alexander Loginov","Team Russia Desmans","Nemo 1","Cygnar","Dimitri Sarbanis","0","0","13","Caster Kill","Recon"
"251","2","Dimitri Sarbanis","Team Australia Wallaby","Severius 2","Protectorate of Menoth","Alexander Loginov","1","0","50","Caster Kill","Recon"
"252","2","Kirill Ustilovskiy ","Team Russia Desmans","Karchev 1","Khador","Rohan Mowle","0","0","29","Caster Kill","Recon"
"252","2","Rohan Mowle","Team Australia Wallaby","Reznik 1","Protectorate of Menoth","Kirill Ustilovskiy ","1","0","54","Caster Kill","Recon"
"253","2","Aleksei Guk","Team Russia Desmans","Ossyan 1","Retribution of Scyrah","Russell Harman","0","0","35","Deathclock","Recon"
"253","2","Russell Harman","Team Australia Wallaby","Deneghra 1","Cryx","Aleksei Guk","1","0","46","Deathclock","Recon"
"254","2","Dmitrii Tochenov","Team Russia Desmans","Vyros 2","Retribution of Scyrah","Henry Wagner","0","0","49","Caster Kill","Recon"
"254","2","Henry Wagner","Team Australia Wallaby","Thagrosh 1","Legion of Everblight","Dmitrii Tochenov","1","5","105","Caster Kill","Recon"
"255","2","Konstantin Kruchinin","Team Russia Desmans","Sloan 1","Cygnar","Liam Gallagher","1","1","100","Caster Kill","Recon"
"255","2","Liam Gallagher","Team Australia Wallaby","Carver 1","Minions","Konstantin Kruchinin","0","0","5","Caster Kill","Recon"
"256","2","Dirk Pintjens","Team Belgium Prinzesschen","Amon 1","Protectorate of Menoth","Dominik de Cassan","1","0","43","Caster Kill","Recon"
"256","2","Dominik de Cassan","Team Germany Black","Axis 1","Convergence of Cyriss","Dirk Pintjens","0","0","24","Caster Kill","Recon"
"257","2","Klaas Luyckx","Team Belgium Prinzesschen","Ragnor 1","Trollblood","Moritz Riegler","0","2","54","Scenario","Recon"
"257","2","Moritz Riegler","Team Germany Black","Vyros 2","Retribution of Scyrah","Klaas Luyckx","1","5","74","Scenario","Recon"
"258","2","Laurens Tanguy","Team Belgium Prinzesschen","Vyros 2","Retribution of Scyrah","Robin Maukisch","0","2","42","Deathclock","Recon"
"258","2","Robin Maukisch","Team Germany Black","Baldur 2","Circle Orboros","Laurens Tanguy","1","2","105","Deathclock","Recon"
"259","2","Ben Fuzi","Team Germany Black","Sloan 1 ","Cygnar","Wout Maerschalck","1","5","40","Scenario","Recon"
"259","2","Wout Maerschalck","Team Belgium Prinzesschen","Sloan 1","Cygnar","Ben Fuzi","0","2","54","Scenario","Recon"
"260","2","Sascha Maisel","Team Germany Black","High Reclaimer 1","Protectorate of Menoth","Tommy Geuns","1","5","115","Scenario","Recon"
"260","2","Tommy Geuns","Team Belgium Prinzesschen","Maddox 1","Cygnar","Sascha Maisel","0","0","56","Scenario","Recon"
"261","2","Giaccomo Mader","Team Switzerland Chocolate","Haley 1","Cygnar","Jamie Cooke-Rogers","1","0","94","Caster Kill","Recon"
"261","2","Jamie Cooke-Rogers","Team England Knights","Lylyth 3","Legion of Everblight","Giaccomo Mader","0","0","0","Caster Kill","Recon"
"262","2","Andy Garrard","Team England Knights","Grissel 2","Trollblood","Marc Trautmann","1","0","105","Deathclock","Recon"
"262","2","Marc Trautmann","Team Switzerland Chocolate","Helynna 1","Retribution of Scyrah","Andy Garrard","0","1","74","Deathclock","Recon"
"263","2","Andrew Kenny","Team England Knights","Ragnor 1","Trollblood","michael ilegems","1","0","56","Deathclock","Recon"
"263","2","michael ilegems","Team Switzerland Chocolate","Amon 1","Protectorate of Menoth","Andrew Kenny","0","1","14","Deathclock","Recon"
"264","2","Andy McBirnie","Team England Knights","Witch coven 1","Cryx","Robi Deola","1","1","8","Caster Kill","Recon"
"264","2","Robi Deola","Team Switzerland Chocolate","Thyra 1","Protectorate of Menoth","Andy McBirnie","0","0","15","Caster Kill","Recon"
"265","2","Chris Murdoch ","Team England Knights","Gorten 1 ","Mercenaries","Marco Bernasconi","0","0","55","Caster Kill","Recon"
"265","2","Marco Bernasconi","Team Switzerland Chocolate","Goreshade 1","Cryx","Chris Murdoch ","1","0","48","Caster Kill","Recon"
"266","2","Joao Morais","Team Portugal Prime","Rasheth 1","Skorne","Mats Aubell","1","0","59","Caster Kill","Recon"
"266","2","Mats Aubell","Team Norway Blue","Madrak 2","Trollblood","Joao Morais","0","0","0","Caster Kill","Recon"
"267","2","Endre Fodstad","Team Norway Blue","Lucant 1","Convergence of Cyriss","Nuno Sequeira","1","0","53","Caster Kill","Recon"
"267","2","Nuno Sequeira","Team Portugal Prime","Terminus 1 ","Cryx","Endre Fodstad","0","0","0","Caster Kill","Recon"
"268","2","Leif Henning Bohli","Team Norway Blue","Butcher 3","Khador","Paulo Morais","1","3","62","Caster Kill","Recon"
"268","2","Paulo Morais","Team Portugal Prime","Haley 2","Cygnar","Leif Henning Bohli","0","0","50","Caster Kill","Recon"
"269","2","Alexis Vallalta","Team Portugal Prime","Iron Mother 1","Convergence of Cyriss","Martin Andre Rohme","0","3","5","Scenario","Recon"
"269","2","Martin Andre Rohme","Team Norway Blue","Absylonia 2","Legion of Everblight","Alexis Vallalta","1","5","75","Scenario","Recon"
"270","2","Asbjorn Willarsrud","Team Norway Blue","Wurmwood 1","Circle Orboros","Vasco Oliveira","0","1","27","Caster Kill","Recon"
"270","2","Vasco Oliveira","Team Portugal Prime","Vayl 1","Legion of Everblight","Asbjorn Willarsrud","1","0","94","Caster Kill","Recon"
"271","2","Daniel Bogdanoski","Team Czech Republic Red","Irusk 2","Khador","Martin Huf","0","4","20","Caster Kill","Recon"
"271","2","Martin Huf","Team Germany Red","Kallus 1","Legion of Everblight","Daniel Bogdanoski","1","0","86","Caster Kill","Recon"
"272","2","Hinnerk Fischer","Team Germany Red","Thyra 1 ","Protectorate of Menoth","Michal Dzurenda","0","0","0","Caster Kill","Recon"
"272","2","Michal Dzurenda","Team Czech Republic Red","Issyria 1","Retribution of Scyrah","Hinnerk Fischer","1","0","50","Caster Kill","Recon"
"273","2","Florian Platte","Team Germany Red","High Reclaimer 1 ","Retribution of Scyrah","Tomáš Pešták","1","2","52","Deathclock","Recon"
"273","2","Tomáš Pešták","Team Czech Republic Red"," Skarre 2","Cryx","Florian Platte","0","0","48","Deathclock","Recon"
"274","2","Alfredo Virgillito","Team Germany Red","Doomshaper 2","Trollblood","Lukáš Maršík","1","5","102","Scenario","Recon"
"274","2","Lukáš Maršík","Team Czech Republic Red","Doomshaper 2","Trollblood","Alfredo Virgillito","0","0","62","Scenario","Recon"
"275","2","Adam Tuma","Team Czech Republic Red","Severius 2","Protectorate of Menoth","Niels Pecherz","0","0","42","Caster Kill","Recon"
"275","2","Niels Pecherz","Team Germany Red","Ossyan 1 ","Retribution of Scyrah","Adam Tuma","1","1","93","Caster Kill","Recon"
"276","2","Luis Leite","Team Portugal Primal","Severius 2","Protectorate of Menoth","Patrick Long","1","5","95","Scenario","Recon"
"276","2","Patrick Long","Team Ireland Craic","Madrak 2 ","Trollblood","Luis Leite","0","1","46","Scenario","Recon"
"277","2","Bruno Settimelli","Team Portugal Primal","Ragnor 1","Trollblood","Daniel Porter","0","0","28","Scenario","Recon"
"277","2","Daniel Porter","Team Ireland Craic","Haley 2","Cygnar","Bruno Settimelli","1","5","105","Scenario","Recon"
"278","2","Andre Valentim","Team Portugal Primal","Vyros 2","Retribution of Scyrah","Rob Read","1","5","86","Deathclock","Recon"
"278","2","Rob Read","Team Ireland Craic","Kreoss 1","Protectorate of Menoth","Andre Valentim","0","1","46","Deathclock","Recon"
"279","2","Ciaran Bolger","Team Ireland Craic","Xerxis 1","Skorne","Joao Isidro","0","0","48","Caster Kill","Recon"
"279","2","Joao Isidro","Team Portugal Primal","Baldur 1","Circle Orboros","Ciaran Bolger","1","0","102","Caster Kill","Recon"
"280","2","Alberto Santos","Team Portugal Primal","Vladimir 1","Khador","Michael Porter","0","0","37","Scenario","Recon"
"280","2","Michael Porter","Team Ireland Craic","Vayl 2 ","Legion of Everblight","Alberto Santos","1","5","103","Scenario","Recon"
"281","2","Ian Campbell","Team Scotland Bru","Wurmwood 1","Circle Orboros","Martin Florian","1","5","76","Scenario","Recon"
"281","2","Martin Florian","Team Austria Apfelstrudel","Irusk 2","Khador","Ian Campbell","0","1","28","Scenario","Recon"
"282","2","David Mace","Team Scotland Bru","Absylonia 2","Legion of Everblight","Laszlo Vuray","1","2","78","Caster Kill","Recon"
"282","2","Laszlo Vuray","Team Austria Apfelstrudel","Sturm & Drang 1","Minions","David Mace","0","1","22","Caster Kill","Recon"
"283","2","Alexander Grob","Team Austria Apfelstrudel","Caine 2","Cygnar","Nicholas Joyce","1","0","77","Caster Kill","Recon"
"283","2","Nicholas Joyce","Team Scotland Bru","Gorten 1","Mercenaries","Alexander Grob","0","0","0","Caster Kill","Recon"
"284","2","Daniel Pawelka","Team Austria Apfelstrudel","Calandra 1","Trollblood","Ross Harkin","1","0","97","Caster Kill","Recon"
"284","2","Ross Harkin","Team Scotland Bru","Karchev 1","Khador","Daniel Pawelka","0","0","5","Caster Kill","Recon"
"285","2","Daniel Maierl","Team Austria Apfelstrudel","Ossyan 1","Retribution of Scyrah","Frazer Penman","0","3","41","Scenario","Recon"
"285","2","Frazer Penman","Team Scotland Bru","Ragnor 1","Trollblood","Daniel Maierl","1","5","52","Scenario","Recon"
"286","2","john helzer","Team UAE","Madrak 2 ","Trollblood","Martin Hornacek","0","0","0","Caster Kill","Recon"
"286","2","Martin Hornacek","Team Austria Schnitzel","Hexeris 2","Skorne","john helzer","1","0","94","Caster Kill","Recon"
"287","2","Florian Hartmann","Team Austria Schnitzel","Ossyan 1","Retribution of Scyrah","nathan bosa","1","0","99","Caster Kill","Recon"
"287","2","nathan bosa","Team UAE","Venethrax 1","Cryx","Florian Hartmann","0","0","5","Caster Kill","Recon"
"288","2","Mike Dunlop","Team UAE","Vladimir 3","Khador","Stefan Riegler","0","4","18","Caster Kill","Recon"
"288","2","Stefan Riegler","Team Austria Schnitzel","Butcher 3","Khador","Mike Dunlop","1","0","102","Caster Kill","Recon"
"289","2","Olivier Gheysen ","Team UAE","Wurmwood 1","Circle Orboros","Wolfgang Weber","0","0","29","Caster Kill","Recon"
"289","2","Wolfgang Weber","Team Austria Schnitzel","Witch coven 1","Cryx","Olivier Gheysen ","1","0","95","Caster Kill","Recon"
"290","2","Enrique Sanchez","Team UAE","Haley 2","Cygnar","Erich Hochauer","0","0","60","Caster Kill","Recon"
"290","2","Erich Hochauer","Team Austria Schnitzel","Directrix 1","Convergence of Cyriss","Enrique Sanchez","1","0","110","Caster Kill","Recon"
"291","2","Dimitris Kasdiovasilis","Team Greece Prime","Ragnor 1","Trollblood","Vincent van der Bijl","0","0","74","Caster Kill","Recon"
"291","2","Vincent van der Bijl","Team Netherlands Rembrandt","Asphyxious 3 ","Cryx","Dimitris Kasdiovasilis","1","1","95","Caster Kill","Recon"
"292","2","Nikos Kerazoglou","Team Greece Prime","Butcher 3","Khador","Tom Starren","0","0","38","Caster Kill","Recon"
"292","2","Tom Starren","Team Netherlands Rembrandt","Karchev 1","Khador","Nikos Kerazoglou","1","0","58","Caster Kill","Recon"
"293","2","Orestis Argiropoulos","Team Greece Prime","Skarre 1","Cryx","William Bekkema","1","0","74","Caster Kill","Recon"
"293","2","William Bekkema","Team Netherlands Rembrandt","Lucant 1","Convergence of Cyriss","Orestis Argiropoulos","0","0","10","Caster Kill","Recon"
"294","2","Anjo Brand","Team Netherlands Rembrandt","Vyros 1","Retribution of Scyrah","Panagiotis Demiris","0","0","47","Caster Kill","Recon"
"294","2","Panagiotis Demiris","Team Greece Prime","Naaresh 1","Skorne","Anjo Brand","1","2","104","Caster Kill","Recon"
"295","2","Dave den Ouden","Team Netherlands Rembrandt","Doomshaper 1","Trollblood","George Banavos","1","5","36","Scenario","Recon"
"295","2","George Banavos","Team Greece Prime","Rasheth 1","Skorne","Dave den Ouden","0","0","66","Scenario","Recon"
"301","2","Edoardo Rinaldi","Team Italy Michaelangelo","Caine 2","Cygnar","Pat Dunford","1","0","75","Caster Kill","Recon"
"301","2","Pat Dunford","Team Ireland Ceol","Haley 2","Cygnar","Edoardo Rinaldi","0","0","59","Caster Kill","Recon"
"302","2","Conor Burnell","Team Ireland Ceol","Doomshaper 2","Trollblood","Marco Elitropi","0","0","23","Deathclock","Recon"
"302","2","Marco Elitropi","Team Italy Michaelangelo"," High Reclaimer 1","Protectorate of Menoth","Conor Burnell","1","0","91","Deathclock","Recon"
"303","2","Alessandro Montagnani","Team Italy Michaelangelo","Madrak 2","Trollblood","Mark Hayes","1","5","72","Scenario","Recon"
"303","2","Mark Hayes","Team Ireland Ceol","Ossyan 1","Retribution of Scyrah","Alessandro Montagnani","0","3","54","Scenario","Recon"
"304","2","Emiliano Traversi","Team Italy Michaelangelo","Lylyth 3 ","Legion of Everblight","Pete Croft","0","0","1","Caster Kill","Recon"
"304","2","Pete Croft","Team Ireland Ceol","Absylonia 2","Legion of Everblight","Emiliano Traversi","1","1","104","Caster Kill","Recon"
"305","2","Daniele Diaspro","Team Italy Michaelangelo","Vyros 2","Retribution of Scyrah","Eoin Brennan","1","5","93","Scenario","Recon"
"305","2","Eoin Brennan","Team Ireland Ceol","Baldur 2","Circle Orboros","Daniele Diaspro","0","0","48","Scenario","Recon"
"306","2","Chris Davies","Team Australia Echidna ","Irusk 2","Khador","Stefan Benediktsson","1","0","101","Deathclock","Recon"
"306","2","Stefan Benediktsson","Team Sweden Dynamite","Witch coven 1 ","Cryx","Chris Davies","0","2","22","Deathclock","Recon"
"307","2","Jack Ding","Team Australia Echidna ","High Reclaimer 1 ","Protectorate of Menoth","Jocke Rapp","1","3","100","Deathclock","Recon"
"307","2","Jocke Rapp","Team Sweden Dynamite","Vladimir 2","Khador","Jack Ding","0","3","91","Deathclock","Recon"
"308","2","Denis Korzun","Team Sweden Dynamite","Borka 1","Trollblood","Tom Guan","0","1","15","Caster Kill","Recon"
"308","2","Tom Guan","Team Australia Echidna ","Kaya 2","Circle Orboros","Denis Korzun","1","1","93","Caster Kill","Recon"
"309","2","Colin Hill","Team Australia Echidna ","Rask 1","Minions","Gustav Berggren","1","0","88","Caster Kill","Recon"
"309","2","Gustav Berggren","Team Sweden Dynamite","Arkadius 1","Minions","Colin Hill","0","0","0","Caster Kill","Recon"
"310","2","Dylan Simmer","Team Australia Echidna ","Rahn 1","Retribution of Scyrah","Rickard Nilsson","1","5","86","Scenario","Recon"
"310","2","Rickard Nilsson","Team Sweden Dynamite","Rask 1","Minions","Dylan Simmer","0","0","48","Scenario","Recon"
"311","2","Baptiste Schmittlin","Team France Obelix","Severius 2","Protectorate of Menoth","Javier Sanchez","1","5","102","Scenario","Recon"
"311","2","Javier Sanchez","Team Spain Red","Irusk 2","Khador","Baptiste Schmittlin","0","2","39","Scenario","Recon"
"312","2","Adrien Cahier","Team France Obelix","Harkevich 1 ","Khador","Fernando Segado","1","5","8","Scenario","Recon"
"312","2","Fernando Segado","Team Spain Red","Lylyth 3 ","Legion of Everblight","Adrien Cahier","0","0","0","Scenario","Recon"
"313","2","Dorian Gordon","Team Spain Red","Haley 1","Cygnar","Kevin Maeder","0","0","30","Deathclock","Recon"
"313","2","Kevin Maeder","Team France Obelix","Thagrosh 1","Legion of Everblight","Dorian Gordon","1","3","61","Deathclock","Recon"
"314","2","Alexandre Maiffret","Team France Obelix","Grayle 1","Circle Orboros","Enrique Lopez","0","1","24","Deathclock","Recon"
"314","2","Enrique Lopez","Team Spain Red","Baldur 2","Circle Orboros","Alexandre Maiffret","1","0","63","Deathclock","Recon"
"315","2","Kevin Aourragh","Team France Obelix","Scaverous 1","Cryx","Raul Segado","1","2","22","Deathclock","Recon"
"315","2","Raul Segado","Team Spain Red","Scaverous 1 ","Cryx","Kevin Aourragh","0","0","20","Deathclock","Recon"
"316","2","Antti Jussila","Team Finland Joukahainen","Magnus 2","Mercenaries","Michiel Smits","1","5","58","Scenario","Recon"
"316","2","Michiel Smits","Team Netherlands Vermeer","Madrak 2","Trollblood","Antti Jussila","0","0","0","Scenario","Recon"
"317","2","Joonas Heinonen","Team Finland Joukahainen","Axis 1 ","Convergence of Cyriss","Marc de Ruiter","1","4","64","Deathclock","Recon"
"317","2","Marc de Ruiter","Team Netherlands Vermeer","Issyria 1","Retribution of Scyrah","Joonas Heinonen","0","3","74","Deathclock","Recon"
"318","2","Maarten Koopmans","Team Netherlands Vermeer","Mordikaar 1","Skorne","Tuomas Toimela","0","0","17","Scenario","Recon"
"318","2","Tuomas Toimela","Team Finland Joukahainen","Rasheth 1","Skorne","Maarten Koopmans","1","5","104","Scenario","Recon"
"319","2","Jani Kautto","Team Finland Joukahainen","Thyra 1","Protectorate of Menoth","Marnix Baas ","1","5","51","Scenario","Recon"
"319","2","Marnix Baas ","Team Netherlands Vermeer","Irusk 2","Khador","Jani Kautto","0","4","66","Scenario","Recon"
"320","2","Jarkko Vahamaa","Team Finland Joukahainen","Kromac 2","Circle Orboros","Michael Boom","1","3","77","Caster Kill","Recon"
"320","2","Michael Boom","Team Netherlands Vermeer","Amon 1","Protectorate of Menoth","Jarkko Vahamaa","0","0","52","Caster Kill","Recon"
"321","2","Sergei Lakissov","Team Latvia","Cyphon 1","Mercenaries","Victor Pons Tec","0","2","60","Scenario","Recon"
"321","2","Victor Pons Tec","Team France Asterix","Madrak 2","Trollblood","Sergei Lakissov","1","5","99","Scenario","Recon"
"322","2","Dmitri Petchonkin","Team Latvia","Wurmwood 1","Circle Orboros","Julien Dupoirieux Gamin","0","4","18","Caster Kill","Recon"
"322","2","Julien Dupoirieux Gamin","Team France Asterix","Baldur 2","Circle Orboros","Dmitri Petchonkin","1","0","101","Caster Kill","Recon"
"323","2","Aleksandr Blumental","Team Latvia","Vladimir 2","Khador","Antoine Granet Tza","0","0","43","Scenario","Recon"
"323","2","Antoine Granet Tza","Team France Asterix","Wurmwood 1","Circle Orboros","Aleksandr Blumental","1","5","31","Scenario","Recon"
"324","2","Eduard Berdjugin","Team Latvia","Lylyth 3","Legion of Everblight","Matthieu Vega Mouskapet","0","0","0","Caster Kill","Recon"
"324","2","Matthieu Vega Mouskapet","Team France Asterix","Scaverous 1","Cryx","Eduard Berdjugin","1","0","81","Caster Kill","Recon"
"325","2","Andrei Isaev","Team Latvia","Sloan 1","Cygnar","Pierre Arnauld de Seze Connetable","0","3","49","Scenario","Recon"
"325","2","Pierre Arnauld de Seze Connetable","Team France Asterix","vHarkevich 1 ","Khador","Andrei Isaev","1","5","61","Scenario","Recon"
"326","2","Dominik Beyeler","Team Switzerland Cheese","Wurmwood 1","Circle Orboros","Scott Hooper-Jones","1","5","56","Scenario","Recon"
"326","2","Scott Hooper-Jones","Team Wales Crafanc","Montador 1","Mercenaries","Dominik Beyeler","0","2","55","Scenario","Recon"
"327","2","Ben Jenkins","Team Wales Crafanc","Deneghra 1","Cryx","Lorenz Gredig","1","3","111","Caster Kill","Recon"
"327","2","Lorenz Gredig","Team Switzerland Cheese","Skarre 2","Cryx","Ben Jenkins","0","0","42","Caster Kill","Recon"
"328","2","Alun Evans","Team Wales Crafanc","Thyra 1","Protectorate of Menoth","Henrik Ekholm","0","0","31","Scenario","Recon"
"328","2","Henrik Ekholm","Team Switzerland Cheese","Morghoul 1","Skorne","Alun Evans","1","5","57","Scenario","Recon"
"329","2","Pascal Chruttli","Team Switzerland Cheese","Carver 1","Minions","Rhys Phillips","0","0","9","Scenario","Recon"
"329","2","Rhys Phillips","Team Wales Crafanc","Helynna 1","Retribution of Scyrah","Pascal Chruttli","1","5","0","Scenario","Recon"
"330","2"," Moritz Schwank","Team Switzerland Cheese","Butcher 1","Khador","Adam Jones","0","0","49","Scenario","Recon"
"330","2","Adam Jones","Team Wales Crafanc","Madrak 2 ","Trollblood"," Moritz Schwank","1","5","10","Scenario","Recon"
"331","2","Dom Leedham","Team England Lions","Caine 2","Cygnar","Piotr Gotowiec","0","0","0","Caster Kill","Recon"
"331","2","Piotr Gotowiec","Team Poland Storks","Irusk 2","Khador","Dom Leedham","0","1","49","Caster Kill","Recon"
"332","2","Ben diBosdari","Team England Lions","Lucant 1","Convergence of Cyriss","Karol Sosnowski","1","5","68","Scenario","Recon"
"332","2","Karol Sosnowski","Team Poland Storks","Baldur 2","Circle Orboros","Ben diBosdari","0","1","62","Scenario","Recon"
