[566,4,Alessandro Montagnani,Team Italy Michaelangelo,Gunnbjorn 1,Trollblood,Ben Fuzi,0,0,0,Scenario,Extraction, 566,4,Ben Fuzi,Team Germany Black,Haley 2,Cygnar,Alessandro Montagnani,1,5,52,Scenario,Extraction]
[570,4,Dominik de Cassan,Team Germany Black,Directrix 1,Convergence of Cyriss,Edoardo Rinaldi,1,5,60,Scenario,Extraction, 570,4,Edoardo Rinaldi,Team Italy Michaelangelo,Haley 2,Cygnar,Dominik de Cassan,0,3,12,Scenario,Extraction]
[571,4,Aleksei Guk,Team Russia Desmans,Helynna 1,Retribution of Scyrah,Fraser Phillips,0,0,46,Caster Kill,Extraction, 571,4,Fraser Phillips,Team Middle East,Caine 2,Cygnar,Aleksei Guk,1,0,63,Caster Kill,Extraction]
[572,4,Joseph Hanna,Team Middle East,Hexeris 2,Skorne,Konstantin Kruchinin,0,2,45,Scenario,Extraction, 572,4,Konstantin Kruchinin,Team Russia Desmans,Sloan 1,Cygnar,Joseph Hanna,1,5,102,Scenario,Extraction]
[575,4,Alexander Loginov,Team Russia Desmans,Nemo 1,Cygnar,Josh Blakemore,0,0,61,Caster Kill,Extraction, 575,4,Josh Blakemore,Team Middle East,Severius 2,Protectorate of Menoth,Alexander Loginov,1,3,75,Caster Kill,Extraction]
[578,4,David Potts,Team Australia Koala,Xerxis 1,Skorne,Tommy Geuns,0,0,65,Scenario,Extraction, 578,4,Tommy Geuns,Team Belgium Prinzesschen,Maddox 1,Cygnar,David Potts,1,5,103,Scenario,Extraction]
[580,4,Josh Bates,Team Australia Koala,Caine 2,Cygnar,Wout Maerschalck,1,1,81,Caster Kill,Extraction, 580,4,Wout Maerschalck,Team Belgium Prinzesschen,Sloan 1,Cygnar,Josh Bates,0,0,31,Caster Kill,Extraction]
[585,4,Dustin Mcwhirter,Team Canada Moose,Stryker 2,Cygnar,Luis Leite,1,0,85,Caster Kill,Extraction, 585,4,Luis Leite,Team Portugal Primal,Severius 2,Protectorate of Menoth,Dustin Mcwhirter,0,0,20,Caster Kill,Extraction]
[588,4,Jean-Sebastien Imbeau,Team Slovenia,Kreoss 1,Protectorate of Menoth,Josef Skladanka,1,1,35,Caster Kill,Extraction, 588,4,Josef Skladanka,Team Czech Republic White,Haley 3,Cygnar,Jean-Sebastien Imbeau,0,0,1,Caster Kill,Extraction]
[590,4,Tomas Sedlon,Team Czech Republic White,Butcher 3,Khador,Tomaz Kovacic,1,5,33,Scenario,Extraction, 590,4,Tomaz Kovacic,Team Slovenia,Sloan 1,Cygnar,Tomas Sedlon,0,0,9,Scenario,Extraction]
[598,4,Pat Dunford,Team Ireland Ceol,Haley 2,Cygnar,Youwei Wu,1,5,30,Scenario,Extraction, 598,4,Youwei Wu,Team China Baizen,Lucant 1,Convergence of Cyriss,Pat Dunford,0,2,6,Scenario,Extraction]
[604,4,Rudolf Edlmayer,Team Hungary,Nemo 1,Cygnar,Tom?? Pe?t?k,1,3,101,Caster Kill,Extraction, 604,4,Tom?? Pe?t?k,Team Czech Republic Red, Skarre 2,Cryx,Rudolf Edlmayer,0,1,28,Caster Kill,Extraction]
[606,4,Chen Ge,Team China Egg Roll,Amon 1,Protectorate of Menoth,Daniel Porter,0,0,0,Caster Kill,Extraction, 606,4,Daniel Porter,Team Ireland Craic,Haley 2,Cygnar,Chen Ge,1,0,90,Caster Kill,Extraction]
[615,4,Dmitry Khalansky,Team Russia Bears,Haley 2,Cygnar,Pierre Arnauld de Seze Connetable,1,5,82,Scenario,Extraction, 615,4,Pierre Arnauld de Seze Connetable,Team France Asterix,vHarkevich 1 ,Khador,Dmitry Khalansky,0,0,21,Scenario,Extraction]
[616,4,Hinnerk Fischer,Team Germany Red,Severius 2 ,Protectorate of Menoth,Jakub Irzyk,0,0,10,Caster Kill,Extraction, 616,4,Jakub Irzyk,Team Poland Wisents,Stryker 2,Cygnar,Hinnerk Fischer,1,0,89,Caster Kill,Extraction]
[622,4,Christian Metz,Team Germany Gold,Vladimir 1,Khador,Dom Leedham,1,4,110,Caster Kill,Extraction, 622,4,Dom Leedham,Team England Lions,Haley 2,Cygnar,Christian Metz,0,0,6,Caster Kill,Extraction]
[624,4,Nathan Hoole,Team England Lions,Stryker 2,Cygnar,Philipp Schaper,0,0,0,Caster Kill,Extraction, 624,4,Philipp Schaper,Team Germany Gold,Ravyn 1,Retribution of Scyrah,Nathan Hoole,1,0,54,Caster Kill,Extraction]
[630,4,Jarle Svendsrud,Team Norway Red,Haley 2,Cygnar,Rhys Phillips,1,3,83,Caster Kill,Extraction, 630,4,Rhys Phillips,Team Wales Crafanc,Helynna 1,Retribution of Scyrah,Jarle Svendsrud,0,0,0,Caster Kill,Extraction]
[635,4,Toby Nathan,Team England Roses,Ragnor 1,Trollblood,Vincenzo Rotondo,1,0,66,Caster Kill,Extraction, 635,4,Vincenzo Rotondo,Team Italy Leonardo,Haley 2,Cygnar,Toby Nathan,0,0,4,Caster Kill,Extraction]
[637,4,Andrei Isaev,Team Latvia,Sloan 1,Cygnar,Bret Fogel,1,1,82,Caster Kill,Extraction, 637,4,Bret Fogel,Team USA Red,Wurmwood 1,Trollblood,Andrei Isaev,0,0,31,Caster Kill,Extraction]
[638,4,Billy Robin,Team USA Red,Caine 2,Cygnar,Eduard Berdjugin,1,5,18,Scenario,Extraction, 638,4,Eduard Berdjugin,Team Latvia,Lylyth 3,Legion of Everblight,Billy Robin,0,0,93,Scenario,Extraction]
[646,4,Benoit Van Lee,Team Belgium Victorious Secret,Magnus 2,Mercenaries,Fredrik Rab?n,0,4,71,Deathclock,Extraction, 646,4,Fredrik Rab?n,Team Sweden Bofors,Haley 2,Cygnar,Benoit Van Lee,1,4,98,Deathclock,Extraction]
[654,4,Jaakko Uusitupa,Team Finland V?in?m?inen,Haley 2,Cygnar,Vincent van der Bijl,0,4,81,Caster Kill,Extraction, 654,4,Vincent van der Bijl,Team Netherlands Rembrandt,Asphyxious 3 ,Cryx,Jaakko Uusitupa,1,2,95,Caster Kill,Extraction]
[660,4,Alasdair Johnstone,Team Scotland Irn,Haley 2,Cygnar,Dimitris Kasdiovasilis,1,2,108,Caster Kill,Extraction, 660,4,Dimitris Kasdiovasilis,Team Greece Prime,Ragnor 1,Trollblood,Alasdair Johnstone,0,3,35,Caster Kill,Extraction]
[663,4,Pete Hillard ,Team Wales Dant,Butcher 3,Khador,Teppo Aro,0,1,66,Caster Kill,Extraction, 663,4,Teppo Aro,Team Finland Ilmarinen,Nemo 3,Cygnar,Pete Hillard ,1,1,93,Caster Kill,Extraction]
[669,4,Alexander Grob,Team Austria Apfelstrudel,Darius 1,Cygnar,Marnix Baas ,0,0,28,Caster Kill,Extraction, 669,4,Marnix Baas ,Team Netherlands Vermeer,Butcher 3,Khador,Alexander Grob,1,1,74,Caster Kill,Extraction]
[673,4,Jaromir Skirmuntt,Team Poland Marmots,Ossyan 1 ,Retribution of Scyrah,Soren,1,5,94,Scenario,Extraction, 673,4,Soren,Team Denmark Jotunheim,Stryker 2,Cygnar,Jaromir Skirmuntt,0,4,41,Scenario,Extraction]
[679,4,Adam Szymanski,Team Poland Storks,Stryker 2,Cygnar,Julien Lesage,1,0,74,Caster Kill,Extraction, 679,4,Julien Lesage,Team USA Blue,Doomshaper 3,Trollblood,Adam Szymanski,0,0,26,Caster Kill,Extraction]
[682,5,Teppo Aro,Team Finland Ilmarinen,Nemo 3,Cygnar,William Bekkema,0,0,53,Caster Kill,Take and Hold, 682,5,William Bekkema,Team Netherlands Rembrandt,Lucant 1,Convergence of Cyriss,Teppo Aro,1,0,94,Caster Kill,Take and Hold]
[689,5,Georg Buscha,Team Netherlands Van Gogh,Helynna 1,Retribution of Scyrah,Vincenzo Rotondo,0,0,22,Caster Kill,Take and Hold, 689,5,Vincenzo Rotondo,Team Italy Leonardo,Caine 2,Cygnar,Georg Buscha,1,0,52,Caster Kill,Take and Hold]
[695,5,Enrique Sanchez,Team UAE,Caine 1 ,Cygnar,Jonathon Graham,1,0,92,Caster Kill,Take and Hold, 695,5,Jonathon Graham,Team Northern Ireland,High Reclaimer 1,Protectorate of Menoth,Enrique Sanchez,0,0,0,Caster Kill,Take and Hold]
[708,5,Pat Dunford,Team Ireland Ceol,Haley 2,Cygnar,Tuomas Toimela,1,2,96,Caster Kill,Take and Hold, 708,5,Tuomas Toimela,Team Finland Joukahainen,Xerxis 1,Skorne,Pat Dunford,0,0,18,Caster Kill,Take and Hold]
[713,5,Luis Leite,Team Portugal Primal,Severius 2,Protectorate of Menoth,Soren,1,5,91,Scenario,Take and Hold, 713,5,Soren,Team Denmark Jotunheim,Stryker 2,Cygnar,Luis Leite,0,3,113,Scenario,Take and Hold]
[717,5,Alasdair Johnstone,Team Scotland Irn,Haley 2,Cygnar,Andy McBirnie,1,0,67,Caster Kill,Take and Hold, 717,5,Andy McBirnie,Team England Knights,Witch coven 1,Cryx,Alasdair Johnstone,0,0,20,Caster Kill,Take and Hold]
[731,5,Josep Ra?l L?pez,Team Spain Rogue,Haley 2,Cygnar,Orestis Argiropoulos,0,0,19,Caster Kill,Take and Hold, 731,5,Orestis Argiropoulos,Team Greece Prime,Agathia 1,Cryx,Josep Ra?l L?pez,1,0,48,Caster Kill,Take and Hold]
[737,5,David Potts,Team Australia Koala,Xerxis 1,Skorne,Dmitry Khalansky,0,0,15,Caster Kill,Take and Hold, 737,5,Dmitry Khalansky,Team Russia Bears,Haley 2,Cygnar,David Potts,1,1,86,Caster Kill,Take and Hold]
[740,5,Josh Bates,Team Australia Koala,Caine 2,Cygnar,Mikhail Novikov,1,1,89,Caster Kill,Take and Hold, 740,5,Mikhail Novikov,Team Russia Bears,Severius 2,Protectorate of Menoth,Josh Bates,0,0,18,Caster Kill,Take and Hold]
[745,5,Dan Yount,Team USA Blue,Wurmwood 1 ,Circle Orboros,Daniel Porter,1,2,86,Caster Kill,Take and Hold, 745,5,Daniel Porter,Team Ireland Craic,Haley 2,Cygnar,Dan Yount,0,1,7,Caster Kill,Take and Hold]
[746,5,Dmitrii Tochenov,Team Russia Desmans,Nemo 1,Cygnar,Tomas Sedlon,1,5,102,Scenario,Take and Hold, 746,5,Tomas Sedlon,Team Czech Republic White,Irusk 2,Khador,Dmitrii Tochenov,0,0,30,Scenario,Take and Hold]
[749,5,Alexander Loginov,Team Russia Desmans,Haley 3,Cygnar,Jiri Kares,0,0,2,Caster Kill,Take and Hold, 749,5,Jiri Kares,Team Czech Republic White,Wurmwood 1,Circle Orboros,Alexander Loginov,1,0,46,Caster Kill,Take and Hold]
[750,5,Josef Skladanka,Team Czech Republic White,Haley 1,Cygnar,Kirill Ustilovskiy ,1,5,89,Scenario,Take and Hold, 750,5,Kirill Ustilovskiy ,Team Russia Desmans,Karchev 1,Khador,Josef Skladanka,0,1,3,Scenario,Take and Hold]
[754,5,Dustin Mcwhirter,Team Canada Moose,Haley 1 ,Cygnar,Moritz Gatt,1,0,96,Caster Kill,Take and Hold, 754,5,Moritz Gatt,Team Germany Gold,Amon 1,Protectorate of Menoth,Dustin Mcwhirter,0,0,0,Caster Kill,Take and Hold]
[761,5,Dylan Simmer,Team Australia Echidna ,Rahn 1,Retribution of Scyrah,Jakub Irzyk,1,0,38,Caster Kill,Take and Hold, 761,5,Jakub Irzyk,Team Poland Wisents,Stryker 2,Cygnar,Dylan Simmer,0,2,0,Caster Kill,Take and Hold]
[769,5,Ian Campbell,Team Scotland Bru,Wurmwood 1,Circle Orboros,Rudolf Edlmayer,0,0,21,Caster Kill,Take and Hold, 769,5,Rudolf Edlmayer,Team Hungary,Nemo 1,Cygnar,Ian Campbell,1,2,89,Caster Kill,Take and Hold]
[771,5,Alexander Grob,Team Austria Apfelstrudel,Darius 1,Cygnar,Mateusz Dziewanowski,0,0,2,Caster Kill,Take and Hold, 771,5,Mateusz Dziewanowski,Team Poland Storks,Helynna 1 ,Retribution of Scyrah,Alexander Grob,1,0,61,Caster Kill,Take and Hold]
[775,5,Adam Szymanski,Team Poland Storks,Stryker 1,Cygnar,Laszlo Vuray,0,0,27,Caster Kill,Take and Hold, 775,5,Laszlo Vuray,Team Austria Apfelstrudel,Barnabas 1,Minions,Adam Szymanski,1,0,42,Caster Kill,Take and Hold]
[778,5,Jarle Svendsrud,Team Norway Red,Haley 2,Cygnar,Marnix Baas ,1,0,85,Caster Kill,Take and Hold, 778,5,Marnix Baas ,Team Netherlands Vermeer,Butcher 3,Khador,Jarle Svendsrud,0,1,0,Caster Kill,Take and Hold]
[781,5,Jason Flanzer,Team USA Red,Madrak 2,Trollblood,Nathan Hoole,1,5,85,Deathclock,Take and Hold, 781,5,Nathan Hoole,Team England Lions,Stryker 2,Cygnar,Jason Flanzer,0,3,80,Deathclock,Take and Hold]
[783,5,David Smith,Team USA Red,Ossrum 1,Mercenaries,Dom Leedham,1,0,67,Caster Kill,Take and Hold, 783,5,Dom Leedham,Team England Lions,Caine 2,Cygnar,David Smith,0,0,0,Caster Kill,Take and Hold]
[785,5,Billy Robin,Team USA Red,Caine 2,Cygnar,Brett Wilkie,0,0,5,Caster Kill,Take and Hold, 785,5,Brett Wilkie,Team England Lions,Baldur 2 ,Circle Orboros,Billy Robin,1,2,82,Caster Kill,Take and Hold]
[786,5,Ben Fuzi,Team Germany Black,Haley 2,Cygnar,Johan Dyrlind,1,0,103,Caster Kill,Take and Hold, 786,5,Johan Dyrlind,Team Sweden Nobel,Karchev 1,Khador,Ben Fuzi,0,0,64,Caster Kill,Take and Hold]
[787,5,Christoffer Wedding,Team Sweden Nobel,Issyria 1,Retribution of Scyrah,Dominik de Cassan,1,1,62,Caster Kill,Take and Hold, 787,5,Dominik de Cassan,Team Germany Black,Haley 2,Cygnar,Christoffer Wedding,0,0,2,Caster Kill,Take and Hold]
[789,5,Olov Winroth,Team Sweden Nobel,Haley 3,Cygnar,Robin Maukisch,0,3,84,Deathclock,Take and Hold, 789,5,Robin Maukisch,Team Germany Black,Baldur 2,Circle Orboros,Olov Winroth,1,3,92,Deathclock,Take and Hold]
[810,5,Giaccomo Mader,Team Switzerland Chocolate,Haley 2,Cygnar,Lei,0,0,8,Caster Kill,Take and Hold, 810,5,Lei,Team China Baizen,Lylyth 3,Legion of Everblight,Giaccomo Mader,1,0,59,Caster Kill,Take and Hold]
[813,5,Edoardo Rinaldi,Team Italy Michaelangelo,Caine 2,Cygnar,Martin Huf,1,0,90,Caster Kill,Take and Hold, 813,5,Martin Huf,Team Germany Red,Vayl 2 ,Legion of Everblight,Edoardo Rinaldi,0,0,0,Caster Kill,Take and Hold]
[822,5,Raul Segado,Team Spain Red,Scaverous 1 ,Cryx,Wout Maerschalck,0,0,20,Caster Kill,Take and Hold, 822,5,Wout Maerschalck,Team Belgium Prinzesschen,Sloan 1,Cygnar,Raul Segado,1,5,104,Caster Kill,Take and Hold]
[823,5,Dorian Gordon,Team Spain Red,Stryker 2,Cygnar,Tommy Geuns,1,0,62,Caster Kill,Take and Hold, 823,5,Tommy Geuns,Team Belgium Prinzesschen,Maddox 1,Cygnar,Dorian Gordon,0,0,46,Caster Kill,Take and Hold]
[830,5,Fraser Phillips,Team Middle East,Stryker 2,Cygnar,Jason Mcleod,1,1,99,Caster Kill,Take and Hold, 830,5,Jason Mcleod,Team China Egg Roll,Carver 1,Minions,Fraser Phillips,0,0,42,Caster Kill,Take and Hold]
[833,5,Jaakko Uusitupa,Team Finland V?in?m?inen,Haley 2,Cygnar,Toby Nathan,0,1,19,Caster Kill,Take and Hold, 833,5,Toby Nathan,Team England Roses,Ragnor 1,Trollblood,Jaakko Uusitupa,1,2,77,Caster Kill,Take and Hold]
[838,5,Ben Jenkins,Team Wales Crafanc,Deneghra 1,Cryx,Tomaz Kovacic,0,3,34,Caster Kill,Take and Hold, 838,5,Tomaz Kovacic,Team Slovenia, Caine 2,Cygnar,Ben Jenkins,1,3,100,Caster Kill,Take and Hold]
[841,5,Niklas Bergmark,Team Sweden Bofors,Borka 1,Trollblood,Trevor Attridge,0,1,13,Scenario,Take and Hold, 841,5,Trevor Attridge,Team USA White,Haley 2,Cygnar,Niklas Bergmark,1,5,82,Scenario,Take and Hold]
[845,5,Fredrik Rab?n,Team Sweden Bofors,Haley 3,Cygnar,Michael Ireland,0,0,12,Caster Kill,Take and Hold, 845,5,Michael Ireland,Team USA White,Helynna 1,Retribution of Scyrah,Fredrik Rab?n,1,2,43,Caster Kill,Take and Hold]
[847,5,Andrei Isaev,Team Latvia,Caine 2,Cygnar,Nuno Sequeira,1,0,111,Caster Kill,Take and Hold, 847,5,Nuno Sequeira,Team Portugal Prime,Terminus 1 ,Cryx,Andrei Isaev,0,2,52,Caster Kill,Take and Hold]
[848,5,Eduard Berdjugin,Team Latvia,Lylyth 3,Legion of Everblight,Paulo Morais,1,0,70,Caster Kill,Take and Hold, 848,5,Paulo Morais,Team Portugal Prime,Haley 2,Cygnar,Eduard Berdjugin,0,0,0,Caster Kill,Take and Hold]
[857,6,Sam Derbyshire,Team Wales Dant,Barnabas 1,Minions,Soren,0,3,87,Scenario,Entrenched, 857,6,Soren,Team Denmark Jotunheim,Stryker 2,Cygnar,Sam Derbyshire,1,5,91,Scenario,Entrenched]
[862,6,Pat Dunford,Team Ireland Ceol,Haley 2,Cygnar,Scott Hooper-Jones,1,5,55,Scenario,Entrenched, 862,6,Scott Hooper-Jones,Team Wales Crafanc,Montador 1,Mercenaries,Pat Dunford,0,0,0,Scenario,Entrenched]
[869,6,Ian Alderdice,Team Northern Ireland,Arkadius 1,Minions,Konstantin Kruchinin,1,0,65,Caster Kill,Entrenched, 869,6,Konstantin Kruchinin,Team Russia Desmans,Haley 2,Cygnar,Ian Alderdice,0,0,13,Caster Kill,Entrenched]
[870,6,Alexander Loginov,Team Russia Desmans,Nemo 1,Cygnar,Jonathon Graham,1,0,87,Caster Kill,Entrenched, 870,6,Jonathon Graham,Team Northern Ireland,Severius 2,Protectorate of Menoth,Alexander Loginov,0,0,32,Caster Kill,Entrenched]
[876,6,Alexander Grob,Team Austria Apfelstrudel,Darius 1,Cygnar,Dmitri Petchonkin,1,3,92,Caster Kill,Entrenched, 876,6,Dmitri Petchonkin,Team Latvia,Wurmwood 1,Circle Orboros,Alexander Grob,0,3,20,Caster Kill,Entrenched]
[877,6,Andrei Isaev,Team Latvia,Caine 2,Cygnar,Laszlo Vuray,1,5,73,Deathclock,Entrenched, 877,6,Laszlo Vuray,Team Austria Apfelstrudel,Sturm & Drang 1,Minions,Andrei Isaev,0,2,42,Deathclock,Entrenched]
[881,6,Dan Yount,Team USA Blue,Wurmwood 1 ,Circle Orboros,Rudolf Edlmayer,0,1,88,Scenario,Entrenched, 881,6,Rudolf Edlmayer,Team Hungary,Nemo 1,Cygnar,Dan Yount,1,5,73,Scenario,Entrenched]
[886,6,Alasdair Johnstone,Team Scotland Irn,Haley 2,Cygnar,Jeff Galea,1,0,67,Caster Kill,Entrenched, 886,6,Jeff Galea,Team Australia Koala,Kaelyssa 1,Retribution of Scyrah,Alasdair Johnstone,0,0,0,Caster Kill,Entrenched]
[889,6,Bryce Johnston,Team Scotland Irn,Severius 1,Protectorate of Menoth,Josh Bates,1,0,59,Unspecified,Entrenched, 889,6,Josh Bates,Team Australia Koala,Caine 2,Cygnar,Bryce Johnston,0,1,28,Unspecified,Entrenched]
[893,6,Baptiste Schmittlin,Team France Obelix,Severius 2,Protectorate of Menoth,Daniel Porter,1,5,23,Scenario,Entrenched, 893,6,Daniel Porter,Team Ireland Craic,Haley 2,Cygnar,Baptiste Schmittlin,0,4,27,Scenario,Entrenched]
[897,6,Antoine Granet Tza,Team France Asterix,Wurmwood 1,Circle Orboros,Josep Ra?l L?pez,1,5,75,Scenario,Entrenched, 897,6,Josep Ra?l L?pez,Team Spain Rogue,Haley 2,Cygnar,Antoine Granet Tza,0,3,34,Scenario,Entrenched]
[901,6,Iiro J?rvenp??,Team Finland Ilmarinen,Rasheth 1,Skorne,Wout Maerschalck,0,0,32,Scenario,Entrenched, 901,6,Wout Maerschalck,Team Belgium Prinzesschen,Haley 2,Cygnar,Iiro J?rvenp??,1,5,21,Scenario,Entrenched]
[903,6,Klaas Luyckx,Team Belgium Prinzesschen,Ragnor 1,Trollblood,Teppo Aro,1,5,54,Scenario,Entrenched, 903,6,Teppo Aro,Team Finland Ilmarinen,Nemo 3,Cygnar,Klaas Luyckx,0,0,30,Scenario,Entrenched]
[904,6,Teemu Aro,Team Finland Ilmarinen,Vladimir 2,Khador,Tommy Geuns,1,5,83,Scenario,Entrenched, 904,6,Tommy Geuns,Team Belgium Prinzesschen,Maddox 1,Cygnar,Teemu Aro,0,1,81,Scenario,Entrenched]
[906,6,Jakub Irzyk,Team Poland Wisents,Sloan 1,Cygnar,Sebastian Kaas Petersen,1,0,98,Caster Kill,Entrenched, 906,6,Sebastian Kaas Petersen,Team Denmark Asgaard,Vayl 2,Legion of Everblight,Jakub Irzyk,0,0,11,Caster Kill,Entrenched]
[914,6,Enrique Sanchez,Team UAE,Caine 1 ,Cygnar,Stepan Slavik,1,0,93,Caster Kill,Entrenched, 914,6,Stepan Slavik,Team Czech Republic White,Lylyth 3 ,Legion of Everblight,Enrique Sanchez,0,0,0,Caster Kill,Entrenched]
[915,6,Josef Skladanka,Team Czech Republic White,Haley 1,Cygnar,Mike Dunlop,0,1,37,Scenario,Entrenched, 915,6,Mike Dunlop,Team UAE,Vladimir 3,Khador,Josef Skladanka,1,5,39,Scenario,Entrenched]
[923,6,Dustin Mcwhirter,Team Canada Moose,Stryker 2,Cygnar,Nikos Kerazoglou,1,5,72,Scenario,Entrenched, 923,6,Nikos Kerazoglou,Team Greece Prime,Butcher 3,Khador,Dustin Mcwhirter,0,3,72,Scenario,Entrenched]
[928,6,Michal Dzurenda,Team Czech Republic Red,Issyria 1,Retribution of Scyrah,Tomaz Kovacic,1,0,46,Caster Kill,Entrenched, 928,6,Tomaz Kovacic,Team Slovenia, Caine 2,Cygnar,Michal Dzurenda,0,0,0,Caster Kill,Entrenched]
[939,6,Edoardo Rinaldi,Team Italy Michaelangelo,Haley 2,Cygnar,Johan Dyrlind,0,3,75,Scenario,Entrenched, 939,6,Johan Dyrlind,Team Sweden Nobel,Karchev 1,Khador,Edoardo Rinaldi,1,5,31,Scenario,Entrenched]
[940,6,Marco Elitropi,Team Italy Michaelangelo, High Reclaimer 1,Protectorate of Menoth,Olov Winroth,0,0,58,Scenario,Entrenched, 940,6,Olov Winroth,Team Sweden Nobel,Haley 2,Cygnar,Marco Elitropi,1,5,68,Scenario,Entrenched]
[942,6,Guanbo Liu,Team China Egg Roll,Asphyxious 3,Cryx,Paulo Morais,1,5,3,Scenario,Entrenched, 942,6,Paulo Morais,Team Portugal Prime,Haley 1,Cygnar,Guanbo Liu,0,0,40,Scenario,Entrenched]
[949,6,Adam Szymanski,Team Poland Storks,Stryker 2,Cygnar,Henrik Ekholm,1,4,108,Caster Kill,Entrenched, 949,6,Henrik Ekholm,Team Switzerland Cheese,Morghoul 1,Skorne,Adam Szymanski,0,4,76,Caster Kill,Entrenched]
[960,6,Hinnerk Fischer,Team Germany Red,Severius 2 ,Protectorate of Menoth,Trevor Attridge,0,2,43,Scenario,Entrenched, 960,6,Trevor Attridge,Team USA White,Haley 2,Cygnar,Hinnerk Fischer,1,5,82,Scenario,Entrenched]
[962,6,Chris Orr,Team Canada Goose,Lylyth 3,Legion of Everblight,Fredrik Rab?n,1,0,71,Caster Kill,Entrenched, 962,6,Fredrik Rab?n,Team Sweden Bofors,Haley 3,Cygnar,Chris Orr,0,0,0,Caster Kill,Entrenched]
[968,6,Leif Henning Bohli,Team Norway Blue,Butcher 3,Khador,Nathan Hoole,1,5,36,Scenario,Entrenched, 968,6,Nathan Hoole,Team England Lions,Siege 1,Cygnar,Leif Henning Bohli,0,3,43,Scenario,Entrenched]
[969,6,Asbjorn Willarsrud,Team Norway Blue,Wurmwood 1,Circle Orboros,Dom Leedham,1,0,85,Caster Kill,Entrenched, 969,6,Dom Leedham,Team England Lions,Haley 2,Cygnar,Asbjorn Willarsrud,0,0,27,Caster Kill,Entrenched]
[972,6,Dmitry Khalansky,Team Russia Bears,Sloan 1,Cygnar,Francesco Recchiuti,1,0,80,Caster Kill,Entrenched, 972,6,Francesco Recchiuti,Team Italy Leonardo,Deneghra 1,Cryx,Dmitry Khalansky,0,0,20,Caster Kill,Entrenched]
[974,6,Andrei Ivanov,Team Russia Bears,Deneghra 1,Cryx,Vincenzo Rotondo,0,0,34,Scenario,Entrenched, 974,6,Vincenzo Rotondo,Team Italy Leonardo,Caine 2,Cygnar,Andrei Ivanov,1,5,16,Scenario,Entrenched]
[983,6,Alberto Santos,Team Portugal Primal,Vladimir 1,Khador,Billy Robin,0,0,27,Caster Kill,Entrenched, 983,6,Billy Robin,Team USA Red,Caine 2,Cygnar,Alberto Santos,1,2,71,Caster Kill,Entrenched]
[989,6,Jaakko Uusitupa,Team Finland V?in?m?inen,Haley 2,Cygnar,Maarten Koopmans,0,4,71,Caster Kill,Entrenched, 989,6,Maarten Koopmans,Team Netherlands Vermeer,Xerxis 1,Skorne,Jaakko Uusitupa,1,0,102,Caster Kill,Entrenched]
[994,6,Ben Fuzi,Team Germany Black,Haley 2,Cygnar,Tom Guan,1,0,85,Caster Kill,Entrenched, 994,6,Tom Guan,Team Australia Echidna ,Wurmwood 1,Circle Orboros,Ben Fuzi,0,3,19,Caster Kill,Entrenched]
[996,6,Giaccomo Mader,Team Switzerland Chocolate,Haley 2,Cygnar,Marios Oikonomopoulos,1,5,29,Scenario,Entrenched, 996,6,Marios Oikonomopoulos,Team Greece Epic,Lylyth 3 ,Legion of Everblight,Giaccomo Mader,0,0,64,Scenario,Entrenched]
[1002,6,Dorian Gordon,Team Spain Red,Stryker 2,Cygnar,Terje Boye,1,3,73,Scenario,Entrenched, 1002,6,Terje Boye,Team Norway Red,Vladimir 1,Khador,Dorian Gordon,0,0,64,Scenario,Entrenched]
[1005,6,Jarle Svendsrud,Team Norway Red,Haley 2,Cygnar,Javier Sanchez,1,5,35,Scenario,Entrenched, 1005,6,Javier Sanchez,Team Spain Red,Irusk 2,Khador,Jarle Svendsrud,0,0,11,Scenario,Entrenched]
[1006,6,Fraser Phillips,Team Middle East,Caine 2,Cygnar,Wolfgang Weber,0,1,29,Caster Kill,Entrenched, 1006,6,Wolfgang Weber,Team Austria Schnitzel,Witch coven 1,Cryx,Fraser Phillips,1,0,58,Caster Kill,Entrenched]
